 const           X2              X3              U1              U0              V               Y1              Y0              D               Y             
1.0              0.396899        0.366783       -0.138004       -0.044568       -0.001060        1.082275        0.554657       1.0              1.082275      
1.0              0.221763       -1.731291        0.072053        0.088398       -0.147300        1.195132        0.643838       1.0              1.195132      
1.0              1.762883       -1.530865       -0.065817        0.188785        0.178042        1.912583        1.129506       1.0              1.912583      
1.0             -0.780546       -0.172370       -0.100458       -0.177396       -0.395332        0.466339        0.127467       1.0              0.466339      
1.0              0.431054       -0.685600       -0.111179       -0.049760       -0.536471        1.128056        0.558003       1.0              1.128056      
1.0              1.236900        0.721120        0.136598       -0.060467        1.280615        1.823078        0.748758       0.0              0.748758      
1.0             -0.905597       -1.552390       -0.031025       -0.166984       -0.171494        0.466368        0.106617       1.0              0.466368      
1.0             -0.611072       -0.273429       -0.105922       -0.070894       -0.874589        0.554933        0.276338       1.0              0.554933      
1.0             -0.219371       -0.116333        0.072441       -0.184704        1.183138        0.950690        0.260453       0.0              0.260453      
1.0             -0.194533       -1.728649        0.035150       -0.125249        0.479617        0.927184        0.326117       1.0              0.927184      
1.0             -1.167289       -1.499405        0.015286       -0.092988        1.338218        0.367441        0.115189       0.0              0.115189      
1.0             -0.347860       -0.989073       -0.040076       -0.036137       -0.166188        0.766862        0.376898       1.0              0.766862      
1.0              0.549304        0.513998       -0.094341       -0.017989        0.420758        1.210522        0.619337       0.0              0.619337      
1.0             -1.128596        0.393206       -0.113860        0.007060       -0.197234        0.259769        0.224911       1.0              0.259769      
1.0              0.501405        1.630397       -0.083820        0.075416       -1.666873        1.194460        0.700768       1.0              1.194460      
1.0             -0.717525       -0.251398       -0.088182       -0.158413       -0.389419        0.513592        0.162205       1.0              0.513592      
1.0              1.188078       -1.012135       -0.031945       -0.150261       -1.064762        1.627438        0.646759       1.0              1.627438      
1.0             -0.036594        0.961227       -0.027579        0.106088       -0.878253        0.952111        0.596939       1.0              0.952111      
1.0             -0.399554       -0.468656        0.032998        0.213962       -1.240660        0.811245        0.614073       1.0              0.811245      
1.0             -1.727814       -0.606730        0.052169        0.071980       -1.084514        0.093232        0.140026       1.0              0.093232      
1.0              0.907065        1.177389        0.144647       -0.115462        1.493044        1.648068        0.611304       0.0              0.611304      
1.0              0.775366       -1.476165       -0.227769        0.211548       -0.259395        1.202559        0.905390       1.0              1.202559      
1.0              0.557072        1.458531        0.000087       -0.009281       -1.135834        1.309262        0.629987       1.0              1.309262      
1.0             -1.069695       -1.019068       -0.024557        0.247506        0.034309        0.381763        0.480082       1.0              0.381763      
1.0             -0.106355       -0.984456       -0.041815       -0.169145       -0.631196        0.899158        0.304266       1.0              0.899158      
1.0             -1.407087        0.934764       -0.003470        0.101720        1.138052        0.215597        0.249948       0.0              0.249948      
1.0              0.239238       -0.386610       -0.148573        0.086860       -1.417229        0.984204        0.646669       1.0              0.984204      
1.0              0.103187        0.491692       -0.209977        0.135992       -2.029344        0.847292        0.661789       1.0              0.847292      
1.0              0.242170       -0.498963        0.002506       -0.087611       -0.921060        1.136910        0.472931       1.0              1.136910      
1.0              1.618829       -0.071393        0.003093        0.072721       -0.977022        1.901543        0.977428       1.0              1.901543      
1.0              1.338123        1.277673       -0.220330       -0.017127       -0.787755        1.522328        0.817404       1.0              1.522328      
1.0              0.307852        1.038840       -0.018187       -0.160604        1.199429        1.152671        0.416359       0.0              0.416359      
1.0             -0.943783        0.397958        0.038325        0.015595        1.962819        0.514525        0.279649       0.0              0.279649      
1.0              1.132115        0.205379       -0.028909       -0.100088       -0.569051        1.599415        0.682941       1.0              1.599415      
1.0             -0.754959       -1.158658        0.029546        0.075176        1.800851        0.610543        0.386436       0.0              0.386436      
1.0             -1.220945       -1.393085        0.097653        0.087423        1.838476        0.420029        0.282187       0.0              0.282187      
1.0             -0.368939        0.298950        0.031063        0.175487       -0.750040        0.826301        0.583252       1.0              0.826301      
1.0              2.075769        0.352001       -0.095273       -0.048325       -0.238156        2.056779        0.970617       1.0              2.056779      
1.0             -1.310058       -0.421157        0.072018        0.002612       -0.212697        0.344935        0.175098       1.0              0.344935      
1.0             -0.862340        0.185934       -0.023880       -0.089020        0.875052        0.497521        0.195395       0.0              0.195395      
1.0              0.833244        0.233335        0.008984        0.058535       -1.046045        1.471434        0.766846       1.0              1.471434      
1.0              2.033742       -0.150084        0.023607        0.037619        0.526480        2.152334        1.046055       0.0              1.046055      
1.0             -0.117618       -1.029436       -0.134568        0.087924       -0.018401        0.800154        0.558519       1.0              0.800154      
1.0              0.470738        0.192000       -0.110219       -0.161074       -0.460333        1.151041        0.456610       1.0              1.151041      
1.0             -0.916112       -1.120406        0.099788       -0.071700        0.430177        0.591346        0.199272       1.0              0.591346      
1.0             -0.468890       -0.326771        0.158163        0.129556        0.137536        0.897929        0.512333       1.0              0.897929      
1.0             -0.201631        1.744058       -0.104886        0.023594       -0.078056        0.783208        0.473186       0.0              0.473186      
1.0             -0.886306        0.996991       -0.175343        0.069426       -2.033088        0.332757        0.347849       1.0              0.332757      
1.0              0.761710       -2.226155       -0.062544       -0.157536        0.751877        1.360205        0.532892       1.0              1.360205      
1.0             -0.047734        0.948592       -0.218714        0.061975       -0.743403        0.754793        0.550041       1.0              0.754793      
1.0             -0.801245        0.179033       -0.005244        0.086939        0.855525        0.550066        0.386627       0.0              0.386627      
1.0             -0.498523        1.346872        0.095395        0.077560        0.956587        0.818715        0.452929       0.0              0.452929      
1.0              0.989643       -0.600808        0.164108       -0.151601        0.808847        1.713360        0.595809       0.0              0.595809      
1.0             -0.295916       -0.146900        0.112619       -0.066477        0.308619        0.948385        0.359544       1.0              0.948385      
1.0              0.324696        0.490967       -0.023864        0.043594       -1.035432        1.156343        0.624768       1.0              1.156343      
1.0             -0.088912       -1.248746        0.030940        0.054443       -0.019237        0.981594        0.532215       1.0              0.981594      
1.0              0.368271       -0.606040        0.074124       -0.113365        1.685702        1.278514        0.478703       0.0              0.478703      
1.0              0.579994        0.416972        0.093934        0.060824        1.445501        1.415831        0.705823       0.0              0.705823      
1.0             -0.449876       -0.636688        0.055405        0.089645        0.658905        0.805723        0.477176       0.0              0.477176      
1.0             -0.458241        0.942153        0.039514       -0.042366       -0.489242        0.785191        0.343074       1.0              0.785191      
1.0             -1.130038       -0.639137        0.078581       -0.137540        1.862390        0.451410        0.079951       0.0              0.079951      
1.0              0.231858       -0.888135       -0.053889       -0.014327        0.736487        1.074792        0.543637       0.0              0.543637      
1.0             -0.602607       -0.381142       -0.059726        0.112330       -0.714352        0.605827        0.461678       1.0              0.605827      
1.0              0.523369        1.450786        0.004641        0.191872       -0.907702        1.295111        0.822715       1.0              1.295111      
1.0             -0.562276       -0.422274       -0.095104        0.037625       -0.906541        0.592833        0.397056       1.0              0.592833      
1.0             -1.412291        0.582104       -0.190746        0.007400       -0.605379        0.025432        0.154327       1.0              0.025432      
1.0              0.092727        0.199501       -0.092847        0.144095       -0.135323        0.958617        0.667277       1.0              0.958617      
1.0              0.848347       -0.673117        0.097977        0.117936        0.141859        1.568810        0.830023       1.0              1.568810      
1.0              1.375460        0.227024        0.027016        0.012264       -0.819290        1.790396        0.856129       1.0              1.790396      
1.0             -0.390758       -0.118736       -0.104721        0.064761       -0.036039        0.678408        0.467071       1.0              0.678408      
1.0             -1.608815        1.684191       -0.056324        0.050867        0.568874        0.050784        0.148663       0.0              0.148663      
1.0              0.519147        1.139902        0.125189       -0.074346        1.647295        1.413316        0.555441       0.0              0.555441      
1.0             -0.042791       -1.410311        0.028501       -0.053131       -0.780062        1.004752        0.436171       1.0              1.004752      
1.0             -0.400049       -0.499851       -0.034767       -0.007051        0.256551        0.743206        0.392937       1.0              0.743206      
1.0             -0.920621        0.422709        0.039887        0.020792       -0.695749        0.528942        0.290637       1.0              0.528942      
1.0              0.274009       -0.229404        0.052443       -0.038020        0.196191        1.204518        0.530482       1.0              1.204518      
1.0             -1.504478        1.358105       -0.041026       -0.269719        0.460878        0.123988       -0.145839       0.0             -0.145839      
1.0             -0.343540        0.596346       -0.030863       -0.099131        0.588748        0.778472        0.314984       0.0              0.314984      
1.0             -1.303155        0.684828       -0.069663        0.240084       -2.080656        0.207086        0.414295       1.0              0.207086      
1.0             -1.085572        0.070231        0.157220       -0.170198        0.945289        0.554728        0.058409       0.0              0.058409      
1.0              0.319240        0.744263       -0.014080       -0.010049        0.363215        1.163098        0.569761       0.0              0.569761      
1.0              0.527130       -0.121327       -0.114686        0.064316        0.354020        1.177872        0.696098       1.0              1.177872      
1.0             -0.267452        0.533031        0.066235        0.057504        0.721542        0.917798        0.490641       0.0              0.490641      
1.0              0.974064        0.365306       -0.096671       -0.021779       -0.666712        1.443934        0.721737       1.0              1.443934      
1.0              0.666711        0.618869       -0.061489       -0.210968       -0.507053        1.308536        0.455710       1.0              1.308536      
1.0             -0.197626        0.306931        0.017000        0.062052       -0.956365        0.907317        0.512645       1.0              0.907317      
1.0              0.742697       -0.423289       -0.138457       -0.071344       -0.109962        1.273740        0.614331       1.0              1.273740      
1.0              1.200314       -0.153731       -0.065713       -0.012509       -0.751592        1.600461        0.787570       1.0              1.600461      
1.0              0.091218       -0.454454        0.131826        0.172678       -0.435277        1.182452        0.695482       1.0              1.182452      
1.0              0.408474        1.054459       -0.144786        0.017029       -0.974696        1.081917        0.619148       1.0              1.081917      
1.0              0.105777        0.970605        0.057344        0.048924        0.225760        1.116051        0.575368       0.0              0.575368      
1.0              0.322564       -0.034325       -0.070455       -0.188454       -0.500710        1.108568        0.392188       1.0              1.108568      
1.0              0.011686       -0.795854        0.045819       -0.130214       -0.125825        1.052305        0.372707       1.0              1.052305      
1.0              1.596379        0.525467       -0.033046       -0.047618        0.683867        1.852944        0.851476       0.0              0.851476      
1.0             -1.253903        0.456030        0.032573       -0.022541       -0.713744        0.336656        0.163983       1.0              0.336656      
1.0             -0.626235       -0.063362        0.045344       -0.021462        1.387515        0.697783        0.321979       0.0              0.321979      
1.0             -0.037664        0.195923       -0.190436        0.023984       -2.069001        0.788661        0.514568       1.0              0.788661      
1.0              0.209521        0.278223       -0.078457        0.062921       -0.098792        1.037827        0.615301       1.0              1.037827      
1.0             -1.452552       -1.513581        0.038491        0.045736        0.022205        0.232324        0.182598       1.0              0.232324      
1.0             -0.118577        0.681435       -0.227332        0.065534       -0.955010        0.706857        0.535890       1.0              0.706857      
1.0             -0.401782        0.583215        0.025530        0.034331       -0.872072        0.802541        0.433886       1.0              0.802541      
1.0             -0.220028        0.797962        0.109990        0.081268       -0.521371        0.987874        0.526261       1.0              0.987874      
1.0              0.059522        1.195983       -0.012241        0.068333        0.046821        1.020794        0.583213       0.0              0.583213      
1.0              1.251439       -0.379237        0.074503        0.062893        0.486145        1.769051        0.875753       1.0              1.769051      
1.0             -0.450647        0.092855       -0.085468       -0.104052        1.115940        0.664423        0.283286       0.0              0.283286      
1.0              0.357613       -0.796944       -0.091413       -0.092424       -0.094047        1.107062        0.496979       1.0              1.107062      
1.0             -0.380713       -0.480874        0.112877        0.105062       -0.951595        0.901581        0.509883       1.0              0.901581      
1.0              1.687655        0.097873        0.024486        0.056261        0.033198        1.961134        0.978174       1.0              1.961134      
1.0             -0.406054        0.258441        0.108118       -0.022870       -1.079048        0.882758        0.375617       1.0              0.882758      
1.0              2.075805        0.157805        0.107796       -0.104749        1.728648        2.259868        0.914203       0.0              0.914203      
1.0             -0.336654        0.484491       -0.045711       -0.101705       -0.200071        0.767446        0.314132       1.0              0.767446      
1.0              0.082855       -0.283206        0.078364        0.030698       -0.324378        1.124348        0.551412       1.0              1.124348      
1.0             -0.637494       -1.234197        0.032673        0.001038       -0.298296        0.678864        0.341664       1.0              0.678864      
1.0             -0.413512        1.910475       -0.004778       -0.148026       -0.896490        0.765723        0.248596       1.0              0.765723      
1.0             -0.155647       -1.984924        0.050469        0.248820       -0.251914        0.964085        0.709908       1.0              0.964085      
1.0              0.015029        0.068034       -0.062870        0.225889        0.417755        0.945471        0.729646       0.0              0.729646      
1.0              0.905910       -0.739767        0.011709       -0.033690        0.550786        1.514489        0.692787       1.0              1.514489      
1.0             -0.533251       -0.305159       -0.026820        0.113931       -1.819610        0.677225        0.480619       1.0              0.677225      
1.0              0.295162        0.302956        0.088018        0.122151        1.305711        1.251833        0.695942       0.0              0.695942      
1.0              0.417400        1.536668       -0.033086        0.099219        0.362902        1.198571        0.703569       0.0              0.703569      
1.0              0.770300        1.289115       -0.037374       -0.173993        0.069296        1.390143        0.518582       0.0              0.518582      
1.0              1.283280        1.606234       -0.135329        0.067147       -0.842985        1.576891        0.887967       1.0              1.576891      
1.0              0.433249       -0.222025        0.200562       -0.044140        0.946344        1.441015        0.564173       0.0              0.564173      
1.0             -0.580087       -0.068432       -0.110600       -0.060250       -0.744509        0.567452        0.294728       1.0              0.567452      
1.0             -2.345238        2.641255        0.043235       -0.051889        0.562218       -0.258372       -0.138199       0.0             -0.138199      
1.0             -0.332985       -1.277895        0.145991       -0.025176        1.275375        0.961184        0.391578       0.0              0.391578      
1.0              0.420285        1.998515        0.070228       -0.083752        1.839261        1.303486        0.521319       0.0              0.521319      
1.0              0.609373       -0.192188       -0.092123       -0.022979       -1.817830        1.246079        0.629364       1.0              1.246079      
1.0              1.011535        0.260875        0.108175       -0.007708        2.222903        1.669577        0.745176       0.0              0.745176      
1.0             -0.012405       -1.533144       -0.090785        0.045147        0.971609        0.902330        0.542045       1.0              0.902330      
1.0             -0.031413       -0.883977        0.023842        0.064403       -1.135338        1.006408        0.556550       1.0              1.006408      
1.0             -0.277991       -0.603655        0.038252       -0.105484       -1.706693        0.883967        0.325018       1.0              0.883967      
1.0              0.284796        2.629087       -0.007256       -0.038909        1.079878        1.150805        0.532290       0.0              0.532290      
1.0              0.688589        0.450789        0.109859        0.019718        2.517936        1.492026        0.691865       0.0              0.691865      
1.0              0.211283       -0.404856       -0.180216        0.027757       -1.824265        0.937046        0.580578       1.0              0.937046      
1.0              2.374530       -0.354689       -0.087958        0.126772       -0.843517        2.229906        1.220405       1.0              2.229906      
1.0              0.938514       -1.107564        0.121849       -0.082344        1.013237        1.642725        0.652285       0.0              0.652285      
1.0             -0.295172       -1.023809        0.055238       -0.029759       -0.660678        0.891417        0.396448       1.0              0.891417      
1.0             -0.993772        0.215672       -0.072441        0.075077       -1.143509        0.376016        0.326634       1.0              0.376016      
1.0              1.063430       -0.086975        0.080741        0.139702        0.843507        1.670944        0.905559       0.0              0.905559      
1.0             -0.889513        0.526165        0.043236       -0.185982        0.176943        0.549556        0.091640       0.0              0.091640      
1.0             -1.638369       -0.437055        0.122879        0.124478       -0.682368        0.213584        0.214885       1.0              0.213584      
1.0             -0.853356       -0.377944       -0.101685        0.003610       -0.226584        0.424702        0.290271       1.0              0.424702      
1.0              0.083806       -0.499986        0.070155       -0.027501       -2.507652        1.116667        0.493451       1.0              1.116667      
1.0             -0.745951        0.516369        0.121626        0.085439        2.071983        0.707624        0.398951       0.0              0.398951      
1.0             -0.091009        1.792879        0.077375       -0.007215       -0.227523        1.026866        0.470032       0.0              0.470032      
1.0             -0.542233        0.139413        0.127755        0.050407        1.655382        0.826815        0.414849       0.0              0.414849      
1.0              0.552337        0.665125        0.046419        0.003260        0.709260        1.352967        0.641344       0.0              0.641344      
1.0              0.214528        0.579556       -0.053495       -0.159905        0.695297        1.065568        0.393727       0.0              0.393727      
1.0              0.087049       -0.859522       -0.076914       -0.079409       -0.632870        0.971398        0.442353       1.0              0.971398      
1.0             -0.338846       -1.261027        0.060835       -0.097259        1.511991        0.872776        0.318030       0.0              0.318030      
1.0             -0.441022        0.496640        0.036965        0.054115       -0.193101        0.792197        0.443860       1.0              0.792197      
1.0             -0.479970       -0.105431        0.092889        0.049636        1.002242        0.826506        0.429644       0.0              0.429644      
1.0              0.423540        1.394995       -0.135870        0.070655       -0.710902        1.099195        0.676540       1.0              1.099195      
1.0              0.120361       -1.429048        0.057525       -0.086418        1.612562        1.124326        0.443672       0.0              0.443672      
1.0              0.638785       -0.314787        0.002250       -0.031133       -0.089975        1.356776        0.628564       1.0              1.356776      
1.0              0.645553       -0.360362       -0.187617        0.039431       -1.356902        1.170665        0.700819       1.0              1.170665      
1.0              0.667968        0.365528       -0.018937        0.100793        0.606894        1.351785        0.767785       0.0              0.767785      
1.0              0.745297       -0.528722       -0.052628        0.085556       -0.706125        1.361012        0.771880       1.0              1.361012      
1.0             -0.288338        0.385093       -0.056962        0.158409        0.065049        0.783010        0.586325       1.0              0.783010      
1.0             -1.678595       -0.005522        0.142687        0.276450       -0.172133        0.211067        0.356802       1.0              0.211067      
1.0              1.487139        0.211925       -0.047964       -0.002165        0.252644        1.777397        0.869620       1.0              1.777397      
1.0              0.784208        1.205297        0.104425       -0.091685        1.334153        1.539660        0.604367       0.0              0.604367      
1.0              0.412663        1.505628        0.189631        0.165459        0.164084        1.418659        0.768624       0.0              0.768624      
1.0              0.503941        1.579518       -0.064137       -0.100711        0.183882        1.215550        0.525275       0.0              0.525275      
1.0              1.518589        1.446946        0.046043        0.145331        1.163658        1.888860        1.024978       0.0              1.024978      
1.0             -1.451650       -1.762481        0.026774       -0.113646       -0.267685        0.221108        0.023442       1.0              0.221108      
1.0              1.563210       -0.271958       -0.009992        0.037657       -1.352414        1.857589        0.928460       1.0              1.857589      
1.0             -0.361293       -0.601340        0.093750        0.091095        1.317552        0.893232        0.500771       0.0              0.500771      
1.0             -0.006578       -1.208280       -0.114235        0.130922       -0.013767        0.882114        0.629278       1.0              0.882114      
1.0             -0.235767       -0.059204       -0.121930        0.017984       -0.423670        0.747219        0.459042       1.0              0.747219      
1.0             -0.651330        0.248262        0.060424       -0.122483        1.245013        0.698936        0.214685       0.0              0.214685      
1.0              0.436886        1.650912       -0.014473       -0.136982        0.087948        1.227999        0.472240       0.0              0.472240      
1.0              0.042824        0.390344        0.059108        0.144582       -0.845188        1.082876        0.655288       1.0              1.082876      
1.0              1.547320       -0.879135       -0.150805       -0.222127        1.368380        1.707958        0.664704       0.0              0.664704      
1.0             -0.733321       -1.457571       -0.054330       -0.193203        0.550853        0.538677        0.123467       1.0              0.538677      
1.0             -0.690489       -0.084989       -0.084338        0.207487       -1.548087        0.532441        0.534865       1.0              0.532441      
1.0             -0.865493        0.290542        0.023986        0.038252        1.251065        0.543637        0.321879       0.0              0.321879      
1.0              1.394789       -0.993548        0.087163        0.046333        0.458425        1.861271        0.895030       1.0              1.861271      
1.0              1.431712        0.671023        0.126863       -0.025059        0.192067        1.921463        0.832869       0.0              0.832869      
1.0             -0.965147        0.269404        0.051219       -0.026153        1.256423        0.515562        0.232560       0.0              0.232560      
1.0              0.287952        0.086984        0.128224       -0.049063       -0.008326        1.288037        0.522925       1.0              1.288037      
1.0             -0.924806       -1.554525        0.120958       -0.095892       -0.331107        0.607691        0.172906       1.0              0.607691      
1.0             -1.139429        0.748419        0.004884       -0.166570        0.488379        0.372500        0.048572       0.0              0.048572      
1.0             -0.207867        0.879373       -0.045126       -0.054867       -0.939893        0.839507        0.393166       1.0              0.839507      
1.0              1.456998       -0.031127       -0.069166        0.062726       -1.242768        1.739468        0.926976       1.0              1.739468      
1.0              0.419887       -0.094716        0.068388        0.108132       -0.565777        1.301425        0.713104       1.0              1.301425      
1.0             -0.803574        1.754752       -0.025198       -0.085934       -0.149641        0.528818        0.213172       0.0              0.213172      
1.0              0.969941        0.416226       -0.026968       -0.090846       -0.357709        1.511349        0.651640       1.0              1.511349      
1.0              0.292649        0.609253       -0.090161        0.023946       -1.417537        1.072259        0.597108       1.0              1.072259      
1.0             -0.018790        0.295866       -0.013895       -0.120931        0.620425        0.975676        0.374372       0.0              0.374372      
1.0             -2.200284       -0.579424        0.116390       -0.118516        0.982574       -0.104767       -0.168587       0.0             -0.168587      
1.0              1.024854        0.547155        0.031080        0.003570       -0.695283        1.599873        0.759783       1.0              1.599873      
1.0              1.004187        0.096024       -0.029038       -0.101776        0.477787        1.528286        0.649271       0.0              0.649271      
1.0             -0.810568       -0.599530       -0.052335       -0.027233       -1.513105        0.497799        0.270125       1.0              0.497799      
1.0             -0.831141       -0.153360       -0.068550        0.081424       -2.473595        0.470167        0.373639       1.0              0.470167      
1.0              0.010513       -0.428734       -0.008466       -0.057781       -0.227410        0.997369        0.444847       1.0              0.997369      
1.0              1.494722       -0.804421        0.113367        0.093054        0.759296        1.942937        0.966734       0.0              0.966734      
1.0             -0.665769        1.622539       -0.167130       -0.069085       -1.725036        0.463368        0.264473       1.0              0.463368      
1.0              0.315680       -0.493945        0.077581       -0.191444        2.722970        1.252783        0.387476       0.0              0.387476      
1.0              0.968553       -0.485022       -0.033581       -0.053696        0.411362        1.503966        0.688443       1.0              1.503966      
1.0             -0.423561        0.347412        0.076808       -0.000450       -0.296415        0.841732        0.393660       1.0              0.841732      
1.0             -0.545327       -1.061199       -0.043572       -0.016188       -1.231335        0.653772        0.347481       1.0              0.653772      
1.0             -0.874010        0.287433        0.063674       -0.113295        1.584791        0.578598        0.168202       0.0              0.168202      
1.0              1.771920       -0.669677        0.136517        0.094924        2.064367        2.119933        1.037905       0.0              1.037905      
1.0             -0.328341       -0.506768        0.086971       -0.058411        0.127348        0.904741        0.359503       1.0              0.904741      
1.0              0.957447        0.559788       -0.017730        0.009760        0.865013        1.513653        0.749122       0.0              0.749122      
1.0              0.109406        1.204649        0.093841       -0.086924        1.898806        1.154561        0.440427       0.0              0.440427      
1.0             -0.556887        0.362460       -0.142751       -0.025716       -1.882763        0.548177        0.335062       1.0              0.548177      
1.0             -0.344753        0.161986       -0.027269        0.032001       -0.351085        0.781393        0.445813       1.0              0.781393      
1.0              0.669159       -2.682722        0.023634        0.021039        0.265433        1.395017        0.688329       1.0              1.395017      
1.0             -0.743218       -0.297339       -0.202567        0.032197       -1.525609        0.384947        0.346392       1.0              0.384947      
1.0              1.175331        0.995265        0.188560       -0.073192        1.534032        1.840868        0.720641       0.0              0.720641      
1.0              1.007183        0.432681       -0.125099        0.002454       -0.034482        1.433887        0.754250       1.0              1.433887      
1.0             -0.278337        1.994668        0.093081        0.188990        0.510200        0.938604        0.619406       0.0              0.619406      
1.0             -0.417647       -0.896195        0.002585       -0.078295        0.132895        0.770791        0.317293       1.0              0.770791      
1.0             -0.103717        0.230817        0.024626        0.001011        1.331269        0.967063        0.475081       0.0              0.475081      
1.0              0.713335       -0.808405       -0.243176       -0.063578       -0.048179        1.152725        0.614756       1.0              1.152725      
1.0             -2.687802        0.160495        0.084642        0.081276       -0.191333       -0.407088       -0.090675       1.0             -0.407088      
1.0             -1.410028       -1.660981        0.064442       -0.050631        0.483856        0.281876        0.096862       1.0              0.281876      
1.0              0.853317        1.864389        0.175530       -0.129421        1.115531        1.649122        0.583908       0.0              0.583908      
1.0              0.036516        0.486960       -0.037991        0.074958        0.763782        0.982276        0.584087       0.0              0.584087      
1.0              0.534138        1.435844       -0.093117       -0.170443        0.251821        1.203329        0.463091       0.0              0.463091      
1.0             -0.445935        1.402329       -0.088774        0.013610       -1.100643        0.663732        0.402127       1.0              0.663732      
1.0              1.915486       -0.131875        0.165707        0.067955        0.195626        2.228802        1.046826       1.0              2.228802      
1.0             -1.398546        0.774666        0.146020        0.030512        1.105996        0.369827        0.180875       0.0              0.180875      
1.0             -0.951146        0.341448       -0.055428        0.005646       -0.274241        0.416686        0.267859       1.0              0.416686      
1.0             -1.667175        1.274263        0.048352       -0.112163        1.688772        0.123069       -0.028957       0.0             -0.028957      
1.0             -0.308175        0.300848       -0.202602        0.107041       -1.058830        0.626361        0.529997       1.0              0.626361      
1.0              0.885270        0.938115       -0.007312       -0.007007       -0.195274        1.484013        0.714311       1.0              1.484013      
1.0             -1.743356       -1.799467        0.021969        0.092334        0.648567        0.054406        0.156495       1.0              0.054406      
1.0              0.123353       -0.281586        0.141247        0.059229       -0.028447        1.209708        0.590068       1.0              1.209708      
1.0             -0.204687       -1.375583       -0.073575        0.084896       -0.127432        0.812824        0.533724       1.0              0.812824      
1.0              1.124348        0.206046        0.080430       -0.023186        1.112084        1.704443        0.757901       0.0              0.757901      
1.0              0.277220        1.071141        0.028335        0.015208       -0.483787        1.182192        0.584513       1.0              1.182192      
1.0             -1.153905        0.088725        0.165556        0.151743        0.299559        0.525139        0.363267       1.0              0.525139      
1.0             -0.351639        1.062460        0.182316       -0.219996        0.444982        0.987156        0.192095       0.0              0.192095      
1.0              0.093784        0.960779        0.095523       -0.175717        0.705150        1.147573        0.347728       0.0              0.347728      
1.0             -1.365275       -0.855984        0.047030       -0.176753        0.154469        0.289303       -0.018071       1.0              0.289303      
1.0             -0.045754       -2.192644       -0.150223        0.054288       -0.489952        0.824384        0.542850       1.0              0.824384      
1.0              0.380490       -1.034212       -0.091808       -0.028502       -1.192131        1.119364        0.566620       1.0              1.119364      
1.0              0.795705        0.668768        0.054111       -0.020676       -0.150341        1.495727        0.678250       1.0              1.495727      
1.0              0.057870       -0.504633       -0.009272        0.154029       -0.374600        1.022846        0.668497       1.0              1.022846      
1.0             -0.245118        1.323749        0.073743       -0.129324        0.289196        0.937703        0.309396       0.0              0.309396      
1.0              0.134273        1.724444        0.039209        0.128514        0.343333        1.113731        0.662082       0.0              0.662082      
1.0              0.852112       -0.394658        0.163298       -0.007862        0.264507        1.636220        0.705166       1.0              1.636220      
1.0             -1.218538       -0.210757       -0.139537       -0.158210       -1.637802        0.184174        0.037156       1.0              0.184174      
1.0              1.109612       -0.461346       -0.103050        0.053239       -1.987936        1.512785        0.830642       1.0              1.512785      
1.0             -0.641312        0.740382        0.098604        0.124922        0.084197        0.742675        0.464594       1.0              0.742675      
1.0              0.699672       -0.322429        0.029762       -0.052602       -0.090608        1.418080        0.622316       1.0              1.418080      
1.0             -1.091912        0.821187        0.026351        0.014753        0.479080        0.420340        0.241776       0.0              0.241776      
1.0              0.176716       -1.714631        0.124716        0.055422        1.222792        1.222793        0.599601       0.0              0.599601      
1.0              1.319104        0.559385        0.118215        0.132561       -0.208291        1.850318        0.962337       1.0              1.850318      
1.0             -1.189505       -1.099618        0.017429        0.035307        1.683901        0.357254        0.237931       0.0              0.237931      
1.0              0.236576        2.014149       -0.024975       -0.074163       -0.882643        1.106325        0.484981       1.0              1.106325      
1.0              1.313572        0.435800        0.119828       -0.117716       -0.442256        1.848860        0.710677       1.0              1.848860      
1.0              1.776798        0.974071       -0.067615        0.089691       -1.235115        1.918508        1.033890       1.0              1.918508      
1.0             -1.053532       -0.310427       -0.139600        0.173513       -0.450358        0.275690        0.410130       1.0              0.275690      
1.0             -0.654475       -1.984405       -0.031370       -0.145746       -0.810500        0.605397        0.190635       1.0              0.605397      
1.0              0.430611       -0.998999        0.066588        0.042133        0.791027        1.305577        0.649786       0.0              0.649786      
1.0              0.747470       -2.013973       -0.125492       -0.195264       -1.013835        1.289354        0.491603       1.0              1.289354      
1.0             -0.842952       -0.832083        0.035135        0.082439       -0.876313        0.567297        0.371701       1.0              0.567297      
1.0              0.924928       -0.468951       -0.078743        0.016649        0.571464        1.434592        0.747881       0.0              0.747881      
1.0             -0.378388       -2.618937        0.008029       -0.160709        0.667852        0.798024        0.244694       1.0              0.798024      
1.0              0.679356        1.343914        0.082913        0.224599       -0.838912        1.459956        0.894438       1.0              1.459956      
1.0              0.283475        1.879064        0.110438       -0.195749        0.592647        1.267767        0.375120       0.0              0.375120      
1.0             -0.938401        1.069866       -0.108805        0.095276       -0.807362        0.370383        0.360676       1.0              0.370383      
1.0             -1.253856        0.078612       -0.010133        0.044855        0.593313        0.293977        0.231391       0.0              0.231391      
1.0              0.185022       -0.144326       -0.061911        0.025259       -0.785470        1.040776        0.571514       1.0              1.040776      
1.0             -0.841955       -0.557194       -0.198131       -0.012156       -1.207856        0.334584        0.277355       1.0              0.334584      
1.0             -0.364535       -0.255472       -0.139488        0.013811        0.210123        0.658195        0.422677       1.0              0.658195      
